ID,Mission,Type,Subtype,Weight (g),Pristine (%)
64569,Apollo16,Breccia,ImpactMelt,14.32,94.94
64575,Apollo16,Breccia,ImpactMelt,6.84,97.7
64576,Apollo16,Breccia,ImpactMelt,6.92,93.96
64577,Apollo16,Breccia,ImpactMelt,5.69,98.42
64578,Apollo16,Breccia,ImpactMelt,5.6,96.41
64579,Apollo16,Breccia,ImpactMelt,4.8,95.75
64585,Apollo16,Breccia,ImpactMelt,4.7,93.34
64586,Apollo16,Breccia,ImpactMelt,3.34,95.33
64587,Apollo16,Breccia,Fragmental,7.18,98.89
64588,Apollo16,Breccia,Fragmental,2.55,95.29
64589,Apollo16,Breccia,Anorthosite,4.04,94.06
64800,Apollo16,Soil,Unsieved,166.3,99.7
64801,Apollo16,Soil,<1mm,286.8,88.73
64802,Apollo16,Soil,1-2mm,10.96,88.59
64803,Apollo16,Soil,2-4mm,8.09,86.11
64804,Apollo16,Soil,4-10mm,7.89,98.1
64810,Apollo16,Soil,Unsieved,102.14,97.81
64811,Apollo16,Soil,<1mm,174.7,94.09
64812,Apollo16,Soil,1-2mm,9.53,94.75
64813,Apollo16,Soil,2-4mm,9.1,90.93
64814,Apollo16,Soil,4-10mm,5.34,97.57
64815,Apollo16,Breccia,ImpactMelt,20.9,83.76
64816,Apollo16,Breccia,ImpactMelt,3.83,90.39
64817,Apollo16,Breccia,ImpactMelt,8.98,82.77
64818,Apollo16,Breccia,fragmental,15.98,95.37
64819,Apollo16,Breccia,fragmental,11.76,97.96
64825,Apollo16,Breccia,Regolith,21.5,98
64826,Apollo16,Breccia,Regolith,11.33,92.76
64827,Apollo16,Breccia,Regolith,8.11,98.03
64828,Apollo16,Breccia,Regolith,0.97,89.28
64829,Apollo16,Breccia,Regolith,2.2,88.64
64835,Apollo16,Breccia,Regolith,2.32,79.74
64836,Apollo16,Breccia,Regolith,1.76,96.59
64837,Apollo16,Breccia,Regolith,2.18,99.08
65015,Apollo16,Breccia,ImpactMelt,1802,91.68
65016,Apollo16,Breccia,ImpactMelt,21.02,93.26
65035,Apollo16,Breccia,fragmental,446.1,95.5
65055,Apollo16,Breccia,ImpactMelt,500.8,95.77
65056,Apollo16,Breccia,ImpactMelt,64.78,95.76
65075,Apollo16,Breccia,ImpactMelt,107.9,93.84
65095,Apollo16,Breccia,Regolith,560.1,94.92
65315,Apollo16,Breccia,fragmental,300.4,80.94
65325,Apollo16,Breccia,fragmental,67.87,94.22
65326,Apollo16,Breccia,fragmental,36.4,99.34
65327,Apollo16,Breccia,fragmental,6.97,94.41
65328,Apollo16,Breccia,fragmental,1.28,92.5
65329,Apollo16,Breccia,fragmental,1.92,94.95
65335,Apollo16,Breccia,fragmental,1.63,94.23
65336,Apollo16,Breccia,fragmental,0.6,91
65337,Apollo16,Breccia,Fragmental,11.57,71.91
65338,Apollo16,Breccia,Fragmental,2.65,96.23
65339,Apollo16,Breccia,Fragmental,1.62,93.64
65345,Apollo16,Breccia,Fragmental,0.86,75.58
65346,Apollo16,Breccia,Fragmental,0.8,92.13
65347,Apollo16,Breccia,Fragmental,0.43,93.49
65348,Apollo16,Breccia,ImpactMelt,11.66,98.8
65349,Apollo16,Breccia,ImpactMelt,7.58,95.07
65355,Apollo16,Breccia,ImpactMelt,4.94,96.13
65356,Apollo16,Breccia,ImpactMelt,2.53,92.13
65357,Apollo16,Breccia,ImpactMelt,18.76,97.81
65358,Apollo16,Breccia,ImpactMelt,7.02,96
65359,Apollo16,Breccia,ImpactMelt,2.53,93.68
65365,Apollo16,Breccia,ImpactMelt,2.16,85.83
65366,Apollo16,Breccia,ImpactMelt,8.48,96.46
65500,Apollo16,Soil,Unsieved,413,91.92
65501,Apollo16,Soil,<1mm,150,88.51
65502,Apollo16,Soil,1-2mm,9.5,64.97
65503,Apollo16,Soil,2-4mm,23.24,92.28
65504,Apollo16,Soil,4-10mm,22.48,98.13
65510,Apollo16,Soil,Unsieved,171.3,90.49
65511,Apollo16,Soil,<1mm,190.2,95.86
65512,Apollo16,Soil,1-2mm,16.05,95.96
65513,Apollo16,Soil,2-4mm,20.21,80.28
65514,Apollo16,Soil,4-10mm,13.98,100
65515,Apollo16,Breccia,Regolith,50.25,100
65516,Apollo16,Breccia,Regolith,10.49,100
65517,Apollo16,Breccia,Regolith,11.85,100
65518,Apollo16,Breccia,Regolith,9.48,100
65519,Apollo16,Breccia,Regolith,10.58,99.99
65525,Apollo16,Breccia,Regolith,7.48,100
65526,Apollo16,Breccia,Regolith,3.55,100
65527,Apollo16,Breccia,Regolith,2.89,100
65528,Apollo16,Breccia,Regolith,3.08,100
65529,Apollo16,Breccia,Regolith,2.56,87.67
65535,Apollo16,Breccia,Regolith,2.66,100
65536,Apollo16,Breccia,Regolith,1.58,100
65537,Apollo16,Breccia,Regolith,2.43,100
65538,Apollo16,Breccia,Regolith,2.34,100
65539,Apollo16,Breccia,Regolith,2.18,100
65545,Apollo16,Breccia,Regolith,1.8,100
65546,Apollo16,Breccia,Regolith,1.35,100
65547,Apollo16,Breccia,Regolith,1.59,100
65548,Apollo16,Breccia,Regolith,3.02,100
65549,Apollo16,Breccia,Regolith,2.09,100
65555,Apollo16,Breccia,Regolith,2.2,100
65556,Apollo16,Breccia,Regolith,1.17,100
65557,Apollo16,Breccia,Regolith,1.11,100
65558,Apollo16,Breccia,Regolith,1.7,100
65559,Apollo16,Breccia,Regolith,1.53,100
65565,Apollo16,Breccia,Regolith,0.85,100
65566,Apollo16,Breccia,Regolith,2,100
65567,Apollo16,Breccia,Regolith,1.29,100
65568,Apollo16,Breccia,Regolith,0.81,100
65569,Apollo16,Breccia,Regolith,0.87,100
65575,Apollo16,Breccia,Regolith,0.91,65.05
65576,Apollo16,Breccia,Regolith,0.91,100
65577,Apollo16,Breccia,Regolith,0.71,100
65578,Apollo16,Breccia,Regolith,0.32,100
65579,Apollo16,Breccia,Regolith,0.61,100
65585,Apollo16,Breccia,ImpactMelt,9.29,97.05
65586,Apollo16,Breccia,Regolith,6.76,93.18
65587,Apollo16,Breccia,Regolith,2.14,97.66
65588,Apollo16,Breccia,Regolith,9.63,100
65700,Apollo16,Soil,Unsieved,92.3,96.85
65701,Apollo16,Soil,<1mm,171.3,81.28
65702,Apollo16,Soil,1-2mm,4.89,89.78
65703,Apollo16,Soil,2-4mm,1.58,70.38
65704,Apollo16,Soil,4-10mm,1.39,93.81
65715,Apollo16,Breccia,Regolith,31.36,94.62
65716,Apollo16,Breccia,Fragmental,14.28,97.2
65717,Apollo16,Breccia,Fragmental,7.42,93.9
65718,Apollo16,Breccia,Fragmental,10.61,96.04
65719,Apollo16,Breccia,Fragmental,7.04,97.02
65725,Apollo16,Breccia,Fragmental,6.67,96.94
65726,Apollo16,Breccia,Fragmental,5.19,96.92
65727,Apollo16,Breccia,Fragmental,4.3,95.84
65728,Apollo16,Breccia,Fragmental,4.22,95.97
65729,Apollo16,Breccia,Fragmental,3.81,98.58
65735,Apollo16,Breccia,Fragmental,4.26,96.95
65736,Apollo16,Breccia,Fragmental,2.74,97.08
65737,Apollo16,Breccia,Fragmental,0.85,97.06
65738,Apollo16,Breccia,Fragmental,1.17,94.02
65739,Apollo16,Breccia,Fragmental,0.95,96.84
65745,Apollo16,Breccia,Regolith,7.76,90.35
65746,Apollo16,Breccia,Regolith,4.19,82.22
65747,Apollo16,Breccia,Regolith,0.82,54.51
65748,Apollo16,Breccia,Regolith,0.97,60.41
65749,Apollo16,Breccia,Regolith,0.95,62.63
65755,Apollo16,Breccia,Regolith,1.42,61.55
65756,Apollo16,Breccia,Regolith,0.77,100
65757,Apollo16,Breccia,ImpactMelt,26.2,97.26
65758,Apollo16,Breccia,fragmental,5.95,95.01
65759,Apollo16,Breccia,unstudied,3.11,98.39
65765,Apollo16,Breccia,fragmental,1.12,90.18
65766,Apollo16,Breccia,unstudied,1.01,95.05
65767,Apollo16,Breccia,unstudied,17.51,97.83
65768,Apollo16,Breccia,Fragmental,3.25,92.62
65769,Apollo16,Breccia,Fragmental,2.74,100
65775,Apollo16,Breccia,Fragmental,3.5,100
65776,Apollo16,Breccia,ImpactMelt,2.33,95.71
65777,Apollo16,Breccia,ImpactMelt,16.53,90.81
65778,Apollo16,Breccia,ImpactMelt,12.22,97.42
65779,Apollo16,Breccia,ImpactMelt,12.71,94.09
65785,Apollo16,Breccia,ImpactMelt,5.16,61.14
65786,Apollo16,Breccia,fragmental,83.02,99.23
65787,Apollo16,Breccia,fragmental,8.28,98.88
65788,Apollo16,Breccia,ImpactMelt,9.32,98.07
65789,Apollo16,Breccia,fragmental,12.24,96.86
65795,Apollo16,Breccia,ImpactMelt,6.84,71.75
65900,Apollo16,Soil,Unsieved,233.2,99.33
65901,Apollo16,Soil,<1mm,393.2,90.6
65902,Apollo16,Soil,1-2mm,14.84,77.87
65903,Apollo16,Soil,2-4mm,11.4,89.62
65904,Apollo16,Soil,4-10mm,9.51,98.81
65905,Apollo16,Breccia,ImpactMelt,12.08,84.67
65906,Apollo16,Breccia,ImpactMelt,6.58,95.22
65907,Apollo16,Breccia,Fragmental,4.66,95.32
65908,Apollo16,Breccia,Unclassified,2.16,96.3
65909,Apollo16,Crustal,Anorthosite,2.02,86.36
65915,Apollo16,Breccia,ImpactMelt,2.06,91.8
65916,Apollo16,Crustal,Anorthosite,0.99,95.98
65925,Apollo16,Breccia,Regolith,3.82,83.53
65926,Apollo16,Breccia,Regolith,3.03,75.05
65927,Apollo16,Breccia,Regolith,0.72,100
66030,Apollo16,Soil,Unsieved,50.49,95.37
66031,Apollo16,Soil,<1mm,75.6,76.72
66032,Apollo16,Soil,1-2mm,2.99,100
66033,Apollo16,Soil,2-4mm,2.16,52.92
66034,Apollo16,Soil,4-10mm,3.36,97.05
66035,Apollo16,Breccia,Regolith,211.4,95.83
66036,Apollo16,Breccia,Regolith,4.38,86.91
66037,Apollo16,Breccia,Regolith,3.72,93.6
66040,Apollo16,Soil,Unsieved,166.5,93.32
66041,Apollo16,Soil,<1mm,357.4,74.63
66042,Apollo16,Soil,1-2mm,19.5,84.36
66043,Apollo16,Soil,2-4mm,15.5,84.1
66044,Apollo16,Soil,4-10mm,11.3,97.24
66055,Apollo16,Breccia,fragmental,1306,88.16
66075,Apollo16,Breccia,Fragmental,347.1,32.97
66080,Apollo16,Soil,Unsieved,106.1,97.79
66081,Apollo16,Soil,<1mm,177.3,89.5
66082,Apollo16,Soil,1-2mm,9.85,78.78
66083,Apollo16,Soil,2-4mm,4.53,66.36
66084,Apollo16,Soil,4-10mm,3.13,97.76
66085,Apollo16,Breccia,Fragmental,3.66,98.33
66086,Apollo16,Breccia,Fragmental,2.03,100
66095,Apollo16,Breccia,ImpactMelt,1185,88.37
67015,Apollo16,Breccia,Fragmental,1194,86.63
67016,Apollo16,Breccia,Fragmental,4262,94.67
67025,Apollo16,Breccia,ImpactMelt,16.06,92.06
67035,Apollo16,Breccia,Fragmental,245.2,95.69
67055,Apollo16,Breccia,Fragmental,221.9,94.07
67075,Apollo16,Breccia,fragmental,219.2,80.52
67095,Apollo16,Breccia,ImpactMelt,339.8,90.33
67115,Apollo16,Breccia,Fragmental,240,91.82
67215,Apollo16,Breccia,Fragmental,276.2,96.65
67235,Apollo16,Breccia,ImpactMelt,937.2,99.29
67415,Apollo16,Breccia,fragmental,174.9,89.65
67435,Apollo16,Breccia,Fragmental,353.5,90.41
67455,Apollo16,Breccia,Fragmental,942.2,91.41
67460,Apollo16,Soil,Unsieved,123.7,94.95
67461,Apollo16,Soil,<1mm,222,89.57
67462,Apollo16,Soil,1-2mm,17.4,97.13
67463,Apollo16,Soil,2-4mm,6.24,95.99
67464,Apollo16,Soil,4-10mm,0.7,92.86
67475,Apollo16,Breccia,ImpactMelt,175.1,91.91
67480,Apollo16,Soil,Unsieved,87.05,85.87
67481,Apollo16,Soil,<1mm,132.7,84.11
67482,Apollo16,Soil,1-2mm,14.65,92.73
67483,Apollo16,Soil,2-4mm,8.37,75.29
67484,Apollo16,Soil,4-10mm,6.02,79.72
67485,Apollo16,Breccia,ImpactMelt,6.55,91.01
67486,Apollo16,Breccia,unstudied,5.8,94.64
67487,Apollo16,Breccia,ImpactMelt,2.65,86
67488,Apollo16,Breccia,ImpactMelt,2.25,77.91
67489,Apollo16,Breccia,ImpactMelt,2.06,85.05
67495,Apollo16,Breccia,ImpactMelt,1.34,90.3
67510,Apollo16,Soil,Unsieved,9.22,0
67511,Apollo16,Soil,<1mm,59.5,91.45
67512,Apollo16,Soil,1-2mm,14.46,100
67513,Apollo16,Soil,2-4mm,19.39,48.4
67514,Apollo16,Soil,4-10mm,31.03,91.95
67515,Apollo16,Breccia,Fragmental,60.8,96.99
67516,Apollo16,Breccia,fragmental,14.38,96.66
67517,Apollo16,Breccia,Fragmental,9.65,91.15
67518,Apollo16,Breccia,Fragmental,3.74,89.6
67519,Apollo16,Breccia,Fragmental,2.04,71.32
67525,Apollo16,Breccia,Anorthosite,2.52,79.41
67526,Apollo16,Breccia,Fragmental,2.44,96.76
67527,Apollo16,Breccia,Fragmental,2.4,92.5
67528,Apollo16,Breccia,Fragmental,1.24,83.06
67529,Apollo16,Breccia,Anorthosite,1.13,67.7
67535,Apollo16,Breccia,Anorthosite,0.99,63.33
67536,Apollo16,Breccia,Anorthosite,1.2,63.5
67537,Apollo16,Breccia,Anorthosite,1.29,68.99
67538,Apollo16,Breccia,Fragmental,1.77,92.32
67539,Apollo16,Breccia,Fragmental,2.12,71.09
67545,Apollo16,Breccia,Fragmental,1.88,92.93
67546,Apollo16,Breccia,Fragmental,1.5,97.93
67547,Apollo16,Breccia,Fragmental,0.83,84.34
67548,Apollo16,Breccia,Fragmental,1.36,92.65
67549,Apollo16,Breccia,Fragmental,43.1,98.38
67555,Apollo16,Breccia,ImpactMelt,3.54,97.18
67556,Apollo16,Breccia,ImpactMelt,82.1,98.56
67557,Apollo16,Breccia,fragmental,3.3,79.76
67558,Apollo16,Breccia,Fragmental,2.56,98.44
67559,Apollo16,Breccia,ImpactMelt,32.9,66.07
67565,Apollo16,Breccia,ImpactMelt,10.43,93.1
67566,Apollo16,Breccia,ImpactMelt,4.31,86.78
67567,Apollo16,Breccia,ImpactMelt,11.51,81
67568,Apollo16,Breccia,ImpactMelt,11.05,94.54
67569,Apollo16,Breccia,ImpactMelt,7.27,93.7
67575,Apollo16,Breccia,ImpactMelt,4.47,99.33
67576,Apollo16,Breccia,unstudied,3.98,89.02
67600,Apollo16,Soil,4-10mm,2.17,0
67601,Apollo16,Soil,<1mm,161.8,83.91
67602,Apollo16,Soil,1-2mm,13.45,90.71
67603,Apollo16,Soil,2-4mm,6.16,81.82
67604,Apollo16,Soil,4-10mm,2.62,78.55
67605,Apollo16,Breccia,Fragmental,44.52,94.3
67615,Apollo16,Breccia,ImpactMelt,8.77,86.55
67616,Apollo16,Breccia,ImpactMelt,21.29,96.99
67617,Apollo16,Breccia,ImpactMelt,14.32,98.5
67618,Apollo16,Breccia,ImpactMelt,11.17,89.02
67619,Apollo16,Breccia,ImpactMelt,6.15,98.54
67625,Apollo16,Breccia,ImpactMelt,6.72,97.92
67626,Apollo16,Breccia,ImpactMelt,19.19,99.32
67627,Apollo16,Breccia,ImpactMelt,79.64,96.71
67628,Apollo16,Breccia,ImpactMelt,0,0
67629,Apollo16,Breccia,ImpactMelt,5.43,69.1
67635,Apollo16,Crustal,Anorthosite,9.12,87.37
67636,Apollo16,Crustal,Anorthosite,3.23,87.62
67637,Apollo16,Crustal,Anorthosite,2.34,88.68
67638,Apollo16,Breccia,Fragmental,7.23,97.68
67639,Apollo16,Breccia,unstudied,7.34,99.55
67645,Apollo16,Breccia,Fragmental,0.84,65.12
67646,Apollo16,Breccia,Fragmental,3.94,92.82
67647,Apollo16,Breccia,Regolith,47.72,94.84
67648,Apollo16,Breccia,ImpactMelt,7.88,98.35
67649,Apollo16,Breccia,Fragmental,1.6,93.75
67655,Apollo16,Breccia,ImpactMelt,4.11,97.57
67656,Apollo16,Breccia,Fragmental,1.93,91.61
67657,Apollo16,Breccia,Fragmental,1.7,91.18
67658,Apollo16,Breccia,Fragmental,1.35,89.11
67659,Apollo16,Breccia,Fragmental,1.62,75.43
67665,Apollo16,Breccia,Fragmental,5.88,89.83
67666,Apollo16,Breccia,ImpactMelt,5.47,96.95
67667,Apollo16,Breccia,ImpactMelt,7.89,50.44
67668,Apollo16,Breccia,ImpactMelt,3.58,96.09
67669,Apollo16,Breccia,Fragmental,12.54,98.56
67675,Apollo16,Breccia,ImpactMelt,1.07,99.35
67676,Apollo16,Breccia,ImpactMelt,2.33,92.27
67685,Apollo16,Breccia,unstudied,28.04,99.47
67686,Apollo16,Breccia,unstudied,11.75,99.74
67687,Apollo16,Breccia,ImpactMelt,7.6,99.61
67688,Apollo16,Breccia,ImpactMelt,2.32,87.07
67695,Apollo16,Breccia,ImpactMelt,14.02,95.4
67696,Apollo16,Breccia,ImpactMelt,7.85,99.11
67697,Apollo16,Breccia,ImpactMelt,5.54,98.92
67700,Apollo16,Soil,Unsieved,144.4,96.5
67701,Apollo16,Soil,<1mm,235,89.69
67702,Apollo16,Soil,1-2mm,21.69,89.91
67703,Apollo16,Soil,2-4mm,13.71,56.09
67704,Apollo16,Soil,4-10mm,7.47,92.7
67705,Apollo16,Breccia,ImpactMelt,5.82,85.24
67706,Apollo16,Breccia,Fragmental,1.52,91.51
67707,Apollo16,Breccia,Fragmental,1.42,62.68
67708,Apollo16,Breccia,Fragmental,1.33,89.92
67710,Apollo16,Soil,Unsieved,133.39,95.83
67711,Apollo16,Soil,<1mm,205.3,92.79
67712,Apollo16,Soil,1-2mm,34.84,92.11
67713,Apollo16,Soil,2-4mm,22.45,75.5
67714,Apollo16,Soil,4-10mm,12.66,91.7
67715,Apollo16,Breccia,ImpactMelt,9.44,92.53
67716,Apollo16,Breccia,ImpactMelt,17.02,97.06
67717,Apollo16,Breccia,ImpactMelt,5.56,97.66
67718,Apollo16,Breccia,ImpactMelt,41.05,98.71
67719,Apollo16,Breccia,ImpactMelt,2.13,96.71
67725,Apollo16,Breccia,ImpactMelt,5.85,99.04
67726,Apollo16,Breccia,ImpactMelt,4.53,98.76
67727,Apollo16,Breccia,ImpactMelt,1.8,99.06
67728,Apollo16,Breccia,ImpactMelt,9.25,94.38
67729,Apollo16,Breccia,ImpactMelt,73.2,98.03
67735,Apollo16,Breccia,ImpactMelt,13.3,96.17
67736,Apollo16,Breccia,ImpactMelt,14.92,99.68
67737,Apollo16,Breccia,ImpactMelt,4.56,99.21
67738,Apollo16,Breccia,ImpactMelt,5.84,98.12
67739,Apollo16,Breccia,ImpactMelt,2.03,92.76
67745,Apollo16,Breccia,ImpactMelt,3.53,97.17
67746,Apollo16,Breccia,ImpactMelt,3.47,72.97
67747,Apollo16,Breccia,ImpactMelt,6.3,75.75
67748,Apollo16,Breccia,ImpactMelt,4.74,97.89
67749,Apollo16,Breccia,Fragmental,11.47,90.48
67755,Apollo16,Breccia,ImpactMelt,3.53,96.88
67756,Apollo16,Breccia,ImpactMelt,4.82,94.81
67757,Apollo16,Breccia,ImpactMelt,4.83,97.52
67758,Apollo16,Breccia,unstudied,4.06,99.01
67759,Apollo16,Breccia,Fragmental,4.56,98.77
67765,Apollo16,Breccia,ImpactMelt,1.73,98.27
67766,Apollo16,Breccia,unstudied,5.47,89.03
67767,Apollo16,Breccia,Fragmental,1.67,91.5
67768,Apollo16,Breccia,Fragmental,0.99,87.27
67769,Apollo16,Breccia,ImpactMelt,3.05,95.41
67775,Apollo16,Breccia,ImpactMelt,6.58,90.32
67776,Apollo16,Breccia,Fragmental,3.1,95.23
67915,Apollo16,Breccia,Fragmental,2559,76.41
67935,Apollo16,Breccia,ImpactMelt,108.9,91.28
67936,Apollo16,Breccia,ImpactMelt,61.82,94.11
67937,Apollo16,Breccia,ImpactMelt,59.67,97.59
67940,Apollo16,Soil,Unsieved,27.22,96.11
67941,Apollo16,Soil,<1mm,105.9,84.31
67942,Apollo16,Soil,1-2mm,12.23,91.82
67943,Apollo16,Soil,2-4mm,9.36,93.18
67944,Apollo16,Soil,4-10mm,8.59,85.48
67945,Apollo16,Breccia,ImpactMelt,4.37,90.62
67946,Apollo16,Breccia,ImpactMelt,3.2,74.06
67947,Apollo16,Breccia,ImpactMelt,2.43,63.5
67948,Apollo16,Breccia,ImpactMelt,1.59,24.72
67955,Apollo16,Crustal,Fragmental,162.6,85.94
67956,Apollo16,Breccia,ImpactMelt,3.7,86.49
67957,Apollo16,Breccia,ImpactMelt,1.73,91.33
67975,Apollo16,Breccia,Fragmental,446.6,93.48
68001,Apollo16,Core,unsieved,840.7,76.01
68002,Apollo16,Core,unsieved,583.5,76.52
68035,Apollo16,Breccia,ImpactMelt,20.96,98.07
68115,Apollo16,Breccia,Fragmental,1191,96.23
68120,Apollo16,Soil,Unsieved,90.49,98.67
68121,Apollo16,Soil,<1mm,141.9,89.84
68122,Apollo16,Soil,1-2mm,10.92,90.84
68123,Apollo16,Soil,2-4mm,7.36,86.41
68124,Apollo16,Soil,4-10mm,8.65,92.83
68415,Apollo16,Breccia,ImpactMelt,371.2,78.56
68416,Apollo16,Breccia,ImpactMelt,178.4,75.03
68500,Apollo16,Soil,Unsieved,304.5,99.84
68501,Apollo16,Soil,<1mm,521.1,64.94
68502,Apollo16,Soil,1-2mm,37.8,89.17
68503,Apollo16,Soil,2-4mm,25.1,81.87
68504,Apollo16,Soil,4-10mm,17.27,98.26
68505,Apollo16,Breccia,ImpactMelt,1.3,79
68515,Apollo16,Breccia,ImpactMelt,236.1,98.88
68516,Apollo16,Breccia,ImpactMelt,34.04,92.24
68517,Apollo16,Breccia,Fragmental,13.13,98.06
68518,Apollo16,Breccia,notstudied,29.82,99.45
68519,Apollo16,Breccia,ImpactMelt,10.56,84.56
68525,Apollo16,Breccia,ImpactMelt,38.96,99.11
68526,Apollo16,Breccia,ImpactMelt,7.21,89.6
68527,Apollo16,Breccia,ImpactMelt,3.03,96.7
68528,Apollo16,Breccia,ImpactMelt,1.08,89.81
68529,Apollo16,Breccia,ImpactMelt,7.03,98.58
68535,Apollo16,Breccia,ImpactMelt,8.04,100
68536,Apollo16,Breccia,ImpactMelt,1.85,88.49
68537,Apollo16,Breccia,ImpactMelt,1.41,100
68815,Apollo16,Breccia,ImpactMelt,1826,87.17
68820,Apollo16,Soil,Unsieved,83.73,98.84
68821,Apollo16,Soil,Unsieved,123.9,92.12
68822,Apollo16,Soil,1-2mm,7.35,86.4
68823,Apollo16,Soil,2-4mm,3.52,100
68824,Apollo16,Soil,4-10mm,1.5,103.6
68825,Apollo16,Breccia,ImpactMelt,8.66,97.15
68840,Apollo16,Soil,Unsieved,154.5,99.29
68841,Apollo16,Soil,<1mm,266.6,93.27
68842,Apollo16,Soil,1-2mm,14.36,86.07
68843,Apollo16,Soil,2-4mm,8.89,87.4
68844,Apollo16,Soil,4-10mm,5.01,98.84
68845,Apollo16,Breccia,ImpactMelt,4.56,84.83
68846,Apollo16,Breccia,ImpactMelt,2.28,90.98
68847,Apollo16,Breccia,ImpactMelt,2.85,100
68848,Apollo16,Breccia,ImpactMelt,1.77,100
69001,Apollo16,Core,Unsieved,558.3,100
69003,Apollo16,Special,unsieved,1,23.7
69004,Apollo16,Special,unsieved,2,0.4
69920,Apollo16,Soil,Unsieved,0.71,0
69921,Apollo16,Soil,<1mm,59.86,91.36
69922,Apollo16,Soil,1-2mm,2.8,100
69923,Apollo16,Soil,2-4mm,1.7,100
69924,Apollo16,Soil,4-10mm,1.3,76.92
69935,Apollo16,Breccia,Fragmental,127.6,85.78
69940,Apollo16,Soil,Unsieved,149.4,99.78
69941,Apollo16,Soil,<1mm,254.7,69.02
69942,Apollo16,Soil,1-2mm,11.85,95.81
69943,Apollo16,Soil,2-4mm,8.07,85.8
69944,Apollo16,Soil,4-10mm,4.47,98.08
69945,Apollo16,Breccia,ImpactMelt,6.88,74.56
69955,Apollo16,Breccia,Anorthosite,75.94,82.37
69960,Apollo16,Soil,Unsieved,171,99.59
69961,Apollo16,Soil,<1mm,307.9,85.49
69962,Apollo16,Soil,1-2mm,13.93,96.27
69963,Apollo16,Soil,2-4mm,9.93,83.82
69964,Apollo16,Soil,4-10mm,4.8,95.83
69965,Apollo16,Breccia,Fragmental,1.12,100
70001,Apollo17,Core,Unsieved,29.78,48.17
70002,Apollo17,Core,Unsieved,207.8,73.85
70003,Apollo17,Core,Unsieved,237.8,76.04
70004,Apollo17,Core,Unsieved,238.8,74.64
70005,Apollo17,Core,Unsieved,240.7,77.23
70006,Apollo17,Core,Unsieved,234.2,73.96
70007,Apollo17,Core,Unsieved,179.4,74.56
70008,Apollo17,Core,Unsieved,255.8,72.85
70009,Apollo17,Core,Unsieved,143.3,71.58
70010,Apollo17,Soil,Unsieved,3.92,0
70011,Apollo17,Soil,Unsieved,440.7,83.62
70012,Apollo17,Core,Unsieved,485,100
70017,Apollo17,Basalt,Ilmenite,2957,79.52
70018,Apollo17,Breccia,Fragmental,51.58,98.67
70019,Apollo17,Breccia,Regolith,159.9,78.57
70030,Apollo17,Soil,Unsieved,33.92,0
70035,Apollo17,Basalt,Ilmenite,5765,78.21
70040,Apollo17,Breccia,Unclassified,2.49,0
70050,Apollo17,Soil,Unsieved,573.4,87.11
70051,Apollo17,Soil,<1mm,1438,80.45
70052,Apollo17,Soil,1-2mm,67.76,90.46
70053,Apollo17,Soil,2-4mm,86.93,99.44
70054,Apollo17,Soil,4-10mm,56.92,89.9
70060,Apollo17,Soil,Unsieved,0.24,0
70061,Apollo17,Soil,<1mm,60.8,100
70062,Apollo17,Soil,1-2mm,2.12,100
70063,Apollo17,Soil,2-4mm,1.24,100
70064,Apollo17,Soil,4-10mm,0.86,100
70070,Apollo17,Soil,Unsieved,0.11,0
70075,Apollo17,Basalt,Ilmenite,5.64,77.77
70130,Apollo17,Soil,Unsieved,12.18,62.97
70135,Apollo17,Basalt,Ilmenite,446.3,84.65
70136,Apollo17,Basalt,Ilmenite,10.65,91.27
70137,Apollo17,Basalt,Ilmenite,6.16,89.61
70138,Apollo17,Basalt,Ilmenite,3.66,66.15
70139,Apollo17,Basalt,Ilmenite,3.16,41.49
70145,Apollo17,Basalt,Ilmenite,3.07,62.25
70146,Apollo17,Basalt,Ilmenite,1.71,40.99
70147,Apollo17,Basalt,Ilmenite,1.35,9.04
70148,Apollo17,Basalt,Ilmenite,0.92,9.13
70149,Apollo17,Basalt,,0.95,0
70155,Apollo17,Basalt,Ilmenite,0.77,15.84
70156,Apollo17,Basalt,Ilmenite,0.63,34.44
70157,Apollo17,Basalt,Ilmenite,0.57,25.96
70160,Apollo17,Soil,Unsieved,106.1,99.22
70161,Apollo17,Soil,<1mm,197.7,94.14
70162,Apollo17,Soil,1-2mm,5.14,100
70163,Apollo17,Soil,2-4mm,3.43,100
70164,Apollo17,Soil,4-10mm,1.66,94.28
70165,Apollo17,Basalt,Ilmenite,2.14,55.44
70170,Apollo17,Soil,Unsieved,42.31,94
70175,Apollo17,Breccia,Regolith,339.6,96.64
70180,Apollo17,Soil,Unsieved,93.25,81.14
70181,Apollo17,Soil,<1mm,157.1,71.78
70182,Apollo17,Soil,1-2mm,4.63,91.36
70183,Apollo17,Soil,2-4mm,3.12,100
70184,Apollo17,Soil,4-10mm,1.68,101.73
70185,Apollo17,Basalt,Ilmenite,466.6,99.25
70215,Apollo17,Basalt,Ilmenite,8110,90.68
70250,Apollo17,Soil,Unsieved,24.99,88.52
70251,Apollo17,Soil,<1mm,31.98,98.12
70252,Apollo17,Soil,1-2mm,0.9,100
70253,Apollo17,Soil,2-4mm,0.87,100
70254,Apollo17,Soil,4-10mm,1.14,100
70255,Apollo17,Basalt,Ilmenite,277.2,97.55
70256,Apollo17,Breccia,Unclassified,2.16,100
